"","mturk_id","train_type","stim_type","xdist","block","V1"
"950","A3IKEV2XRSMJV5","TRAIN","HD",2,1,3.14018491736755e-16
"951","A3IKEV2XRSMJV5","TRAIN","HD",2,2,3.14018491736755e-16
"952","A3IKEV2XRSMJV5","TRAIN","HD",2,3,3.14018491736755e-16
"956","A3JIWNQV86CNOB","CONTROL","LD",0,0,0.25
"957","A3JIWNQV86CNOB","CONTROL","LD",0,1,0.166666666666667
"958","A3JIWNQV86CNOB","CONTROL","LD",0,2,-0.25
"959","A3JIWNQV86CNOB","CONTROL","LD",0,3,-0.266666666666667
"960","A3JIWNQV86CNOB","CONTROL","LD",1,0,0.1875
"961","A3JIWNQV86CNOB","CONTROL","LD",1,1,-0.0277777777777779
"962","A3JIWNQV86CNOB","CONTROL","LD",1,2,-0.125
"963","A3JIWNQV86CNOB","CONTROL","LD",1,3,0.357142857142857
"964","A3JIWNQV86CNOB","CONTROL","LD",2,0,0.333333333333333
"965","A3JIWNQV86CNOB","CONTROL","LD",2,1,0.5
"966","A3JIWNQV86CNOB","CONTROL","LD",2,2,-0.3
"967","A3JIWNQV86CNOB","CONTROL","LD",2,3,-0.466666666666667
"972","A3KEC9CE406TM0","CONTROL","HD",0,0,-0.4
"973","A3KEC9CE406TM0","CONTROL","HD",0,1,0.333333333333333
"974","A3KEC9CE406TM0","CONTROL","HD",0,2,0.125
"975","A3KEC9CE406TM0","CONTROL","HD",0,3,0.2
"976","A3KEC9CE406TM0","CONTROL","HD",1,0,0.142857142857143
"977","A3KEC9CE406TM0","CONTROL","HD",1,1,0.333333333333333
"978","A3KEC9CE406TM0","CONTROL","HD",1,2,0.25
"979","A3KEC9CE406TM0","CONTROL","HD",1,3,0.142857142857143
"980","A3KEC9CE406TM0","CONTROL","HD",2,0,-0.2
"981","A3KEC9CE406TM0","CONTROL","HD",2,1,3.14018491736755e-16
"982","A3KEC9CE406TM0","CONTROL","HD",2,2,3.14018491736755e-16
"983","A3KEC9CE406TM0","CONTROL","HD",2,3,3.14018491736755e-16
"986","A3KGAKDXR3A150","TRAIN","HD",0,0,-0.0357142857142858
"987","A3KGAKDXR3A150","TRAIN","HD",0,1,0.333333333333333
"988","A3KGAKDXR3A150","TRAIN","HD",0,2,-0.666666666666666
"989","A3KGAKDXR3A150","TRAIN","HD",0,3,-0.25
"990","A3KGAKDXR3A150","TRAIN","HD",1,0,0.116666666666667
"991","A3KGAKDXR3A150","TRAIN","HD",1,1,0.111111111111111
"992","A3KGAKDXR3A150","TRAIN","HD",1,2,0.0277777777777776
"993","A3KGAKDXR3A150","TRAIN","HD",1,3,0.0625000000000001
"994","A3KGAKDXR3A150","TRAIN","HD",2,0,0.333333333333333
"995","A3KGAKDXR3A150","TRAIN","HD",2,1,0.333333333333333
"996","A3KGAKDXR3A150","TRAIN","HD",2,2,0.25
"997","A3KGAKDXR3A150","TRAIN","HD",2,3,0.5
"1002","A3KHJM0DTCJXZB","TRAIN","LD",0,0,-0.3
"1003","A3KHJM0DTCJXZB","TRAIN","LD",0,1,0.75
"1004","A3KHJM0DTCJXZB","TRAIN","LD",0,2,-0.4
"1005","A3KHJM0DTCJXZB","TRAIN","LD",0,3,0.333333333333333
"1006","A3KHJM0DTCJXZB","TRAIN","LD",1,0,-0.0476190476190477
"1007","A3KHJM0DTCJXZB","TRAIN","LD",1,1,-0.0416666666666669
"1008","A3KHJM0DTCJXZB","TRAIN","LD",1,2,-0.357142857142857
"1009","A3KHJM0DTCJXZB","TRAIN","LD",1,3,-0.305555555555556
"1010","A3KHJM0DTCJXZB","TRAIN","LD",2,0,-0.0857142857142856
"1011","A3KHJM0DTCJXZB","TRAIN","LD",2,1,0.114285714285714
"1012","A3KHJM0DTCJXZB","TRAIN","LD",2,2,-0.666666666666667
"1013","A3KHJM0DTCJXZB","TRAIN","LD",2,3,-0.0666666666666667
"1018","A3L2VS3998R77L","CONTROL","HD",0,0,-0.3
"1019","A3L2VS3998R77L","CONTROL","HD",0,1,0
"1020","A3L2VS3998R77L","CONTROL","HD",0,2,-0.6
"1021","A3L2VS3998R77L","CONTROL","HD",0,3,-0.333333333333334
"1022","A3L2VS3998R77L","CONTROL","HD",1,0,-0.232142857142857
"1023","A3L2VS3998R77L","CONTROL","HD",1,1,-0.193181818181818
"1024","A3L2VS3998R77L","CONTROL","HD",1,2,0.0714285714285714
"1025","A3L2VS3998R77L","CONTROL","HD",1,3,-0.166666666666667
"1026","A3L2VS3998R77L","CONTROL","HD",2,0,-0.257142857142857
"1027","A3L2VS3998R77L","CONTROL","HD",2,1,0.190476190476191
"1028","A3L2VS3998R77L","CONTROL","HD",2,2,3.14018491736755e-16
"1029","A3L2VS3998R77L","CONTROL","HD",2,3,0.333333333333333
"1032","A3MAIZOMVSHFZR","TRAIN","LD",0,0,-0.125
"1033","A3MAIZOMVSHFZR","TRAIN","LD",0,1,-0.2
"1034","A3MAIZOMVSHFZR","TRAIN","LD",0,2,-0.166666666666667
"1035","A3MAIZOMVSHFZR","TRAIN","LD",0,3,-0.4
"1036","A3MAIZOMVSHFZR","TRAIN","LD",1,0,0.145833333333333
"1037","A3MAIZOMVSHFZR","TRAIN","LD",1,1,-0.0571428571428572
"1038","A3MAIZOMVSHFZR","TRAIN","LD",1,2,0.166666666666667
"1039","A3MAIZOMVSHFZR","TRAIN","LD",1,3,0.0892857142857143
"1040","A3MAIZOMVSHFZR","TRAIN","LD",2,0,3.14018491736755e-16
"1041","A3MAIZOMVSHFZR","TRAIN","LD",2,1,-0.4
"1042","A3MAIZOMVSHFZR","TRAIN","LD",2,2,0.25
"1043","A3MAIZOMVSHFZR","TRAIN","LD",2,3,-0.166666666666667
"1047","A3QOOITS2LIP8Z","TRAIN","LD",0,0,0.233333333333333
"1048","A3QOOITS2LIP8Z","TRAIN","LD",0,1,0.125
"1049","A3QOOITS2LIP8Z","TRAIN","LD",0,2,0.0333333333333333
"1050","A3QOOITS2LIP8Z","TRAIN","LD",0,3,-0.375
"1051","A3QOOITS2LIP8Z","TRAIN","LD",1,0,0.285714285714286
"1052","A3QOOITS2LIP8Z","TRAIN","LD",1,1,0.25
"1053","A3QOOITS2LIP8Z","TRAIN","LD",1,2,0.285714285714286
"1054","A3QOOITS2LIP8Z","TRAIN","LD",1,3,-0.175
"1055","A3QOOITS2LIP8Z","TRAIN","LD",2,0,3.14018491736755e-16
"1056","A3QOOITS2LIP8Z","TRAIN","LD",2,1,0.25
"1057","A3QOOITS2LIP8Z","TRAIN","LD",2,2,3.14018491736755e-16
"1058","A3QOOITS2LIP8Z","TRAIN","LD",2,3,-0.25
"1063","A3QUKU6WASIITG","CONTROL","HD",0,0,-0.25
"1064","A3QUKU6WASIITG","CONTROL","HD",0,1,-0.166666666666667
"1065","A3QUKU6WASIITG","CONTROL","HD",0,2,0.333333333333333
"1066","A3QUKU6WASIITG","CONTROL","HD",0,3,-0.0499999999999999
"1067","A3QUKU6WASIITG","CONTROL","HD",1,0,0.152777777777778
"1068","A3QUKU6WASIITG","CONTROL","HD",1,1,-0.270833333333333
"1069","A3QUKU6WASIITG","CONTROL","HD",1,2,-0.25
"1070","A3QUKU6WASIITG","CONTROL","HD",1,3,0.0714285714285713
"1071","A3QUKU6WASIITG","CONTROL","HD",2,0,0.2
"1072","A3QUKU6WASIITG","CONTROL","HD",2,1,3.14018491736755e-16
"1073","A3QUKU6WASIITG","CONTROL","HD",2,2,3.14018491736755e-16
"1074","A3QUKU6WASIITG","CONTROL","HD",2,3,-0.166666666666667
"1079","A3RMGSB08WMHYB","TRAIN","HD",0,0,-0.25
"1080","A3RMGSB08WMHYB","TRAIN","HD",0,1,0.0833333333333334
"1081","A3RMGSB08WMHYB","TRAIN","HD",0,2,-7.85046229341888e-17
"1082","A3RMGSB08WMHYB","TRAIN","HD",0,3,0.3
"1083","A3RMGSB08WMHYB","TRAIN","HD",1,0,0.0625
"1084","A3RMGSB08WMHYB","TRAIN","HD",1,1,0.0833333333333332
"1085","A3RMGSB08WMHYB","TRAIN","HD",1,2,0.125
"1086","A3RMGSB08WMHYB","TRAIN","HD",1,3,0.0714285714285713
"1087","A3RMGSB08WMHYB","TRAIN","HD",2,0,3.14018491736755e-16
"1088","A3RMGSB08WMHYB","TRAIN","HD",2,1,3.14018491736755e-16
"1089","A3RMGSB08WMHYB","TRAIN","HD",2,2,0.333333333333333
"1090","A3RMGSB08WMHYB","TRAIN","HD",2,3,3.14018491736755e-16
"1095","A3TJ1XJ1FW8VKT","TRAIN","LD",0,0,0.25
"1096","A3TJ1XJ1FW8VKT","TRAIN","LD",0,1,-0.333333333333333
"1097","A3TJ1XJ1FW8VKT","TRAIN","LD",0,2,-0.208333333333333
"1098","A3TJ1XJ1FW8VKT","TRAIN","LD",0,3,-0.8
"1099","A3TJ1XJ1FW8VKT","TRAIN","LD",1,0,-0.1875
"1100","A3TJ1XJ1FW8VKT","TRAIN","LD",1,1,-0.0500000000000001
"1101","A3TJ1XJ1FW8VKT","TRAIN","LD",1,2,-0.0833333333333335
"1102","A3TJ1XJ1FW8VKT","TRAIN","LD",1,3,-0.0952380952380955
"1103","A3TJ1XJ1FW8VKT","TRAIN","LD",2,0,0.25
"1104","A3TJ1XJ1FW8VKT","TRAIN","LD",2,1,3.14018491736755e-16
"1105","A3TJ1XJ1FW8VKT","TRAIN","LD",2,2,3.14018491736755e-16
"1106","A3TJ1XJ1FW8VKT","TRAIN","LD",2,3,-0.0857142857142856
"1111","A3V0D7BRUQEYO2","CONTROL","LD",0,0,0
"1112","A3V0D7BRUQEYO2","CONTROL","LD",0,1,-0.25
"1113","A3V0D7BRUQEYO2","CONTROL","LD",0,2,-0.0416666666666667
"1114","A3V0D7BRUQEYO2","CONTROL","LD",0,3,-0.375
"1115","A3V0D7BRUQEYO2","CONTROL","LD",1,0,-0.111111111111111
"1116","A3V0D7BRUQEYO2","CONTROL","LD",1,1,0.125
"1117","A3V0D7BRUQEYO2","CONTROL","LD",1,2,0.0208333333333331
"1118","A3V0D7BRUQEYO2","CONTROL","LD",1,3,0.0624999999999998
"1119","A3V0D7BRUQEYO2","CONTROL","LD",2,0,3.14018491736755e-16
"1120","A3V0D7BRUQEYO2","CONTROL","LD",2,1,0.2
"1121","A3V0D7BRUQEYO2","CONTROL","LD",2,2,-0.2
"1122","A3V0D7BRUQEYO2","CONTROL","LD",2,3,0.333333333333333
"1126","A3VP27UUQ34OXK","CONTROL","HD",0,0,0.0833333333333334
"1127","A3VP27UUQ34OXK","CONTROL","HD",0,1,0.25
"1128","A3VP27UUQ34OXK","CONTROL","HD",0,2,-1.57009245868378e-16
"1129","A3VP27UUQ34OXK","CONTROL","HD",0,3,3.14018491736755e-16
"1130","A3VP27UUQ34OXK","CONTROL","HD",1,0,0.166666666666666
"1131","A3VP27UUQ34OXK","CONTROL","HD",1,1,0.15
"1132","A3VP27UUQ34OXK","CONTROL","HD",1,2,0.1875
"1133","A3VP27UUQ34OXK","CONTROL","HD",1,3,-0.00892857142857156
"1134","A3VP27UUQ34OXK","CONTROL","HD",2,0,-0.142857142857143
"1135","A3VP27UUQ34OXK","CONTROL","HD",2,1,-0.142857142857143
"1136","A3VP27UUQ34OXK","CONTROL","HD",2,2,-0.142857142857143
"1137","A3VP27UUQ34OXK","CONTROL","HD",2,3,3.14018491736755e-16
"1139","A44NRKPZABPBT","CONTROL","LD",0,0,0.0749999999999999
"1140","A44NRKPZABPBT","CONTROL","LD",0,1,-0.25
"1141","A44NRKPZABPBT","CONTROL","LD",0,2,0.5
"1142","A44NRKPZABPBT","CONTROL","LD",0,3,0.0416666666666667
"1143","A44NRKPZABPBT","CONTROL","LD",1,0,-0.208333333333333
"1144","A44NRKPZABPBT","CONTROL","LD",1,1,-0.125
"1145","A44NRKPZABPBT","CONTROL","LD",1,2,-0.1125
"1146","A44NRKPZABPBT","CONTROL","LD",1,3,-0.175
"1147","A44NRKPZABPBT","CONTROL","LD",2,0,0.25
"1148","A44NRKPZABPBT","CONTROL","LD",2,1,0.4
"1149","A44NRKPZABPBT","CONTROL","LD",2,2,-0.4
"1150","A44NRKPZABPBT","CONTROL","LD",2,3,0.0666666666666667
"1154","A4E6WPQHB3DRX","TRAIN","LD",0,0,-0.25
"1155","A4E6WPQHB3DRX","TRAIN","LD",0,1,0.285714285714286
"1156","A4E6WPQHB3DRX","TRAIN","LD",0,2,0.333333333333333
"1157","A4E6WPQHB3DRX","TRAIN","LD",0,3,-7.85046229341888e-17
"1158","A4E6WPQHB3DRX","TRAIN","LD",1,0,-0.0500000000000001
"1159","A4E6WPQHB3DRX","TRAIN","LD",1,1,-0.0250000000000002
"1160","A4E6WPQHB3DRX","TRAIN","LD",1,2,-0.0333333333333334
"1161","A4E6WPQHB3DRX","TRAIN","LD",1,3,0.0222222222222221
"1162","A4E6WPQHB3DRX","TRAIN","LD",2,0,0.166666666666667
"1163","A4E6WPQHB3DRX","TRAIN","LD",2,1,1
"1164","A4E6WPQHB3DRX","TRAIN","LD",2,2,3.14018491736755e-16
"1165","A4E6WPQHB3DRX","TRAIN","LD",2,3,0.333333333333333
"1169","A4PMD2O8IA52C","CONTROL","LD",0,0,-0.5
"1170","A4PMD2O8IA52C","CONTROL","LD",0,1,-0.15
"1171","A4PMD2O8IA52C","CONTROL","LD",0,2,0.3
"1172","A4PMD2O8IA52C","CONTROL","LD",0,3,0.0416666666666666
"1173","A4PMD2O8IA52C","CONTROL","LD",1,0,0.166666666666667
"1174","A4PMD2O8IA52C","CONTROL","LD",1,1,-0.107142857142857
"1175","A4PMD2O8IA52C","CONTROL","LD",1,2,0.1875
"1176","A4PMD2O8IA52C","CONTROL","LD",1,3,-0.0125000000000001
"1177","A4PMD2O8IA52C","CONTROL","LD",2,0,0.133333333333333
"1178","A4PMD2O8IA52C","CONTROL","LD",2,1,-0.5
"1179","A4PMD2O8IA52C","CONTROL","LD",2,2,-0.25
"1180","A4PMD2O8IA52C","CONTROL","LD",2,3,-0.214285714285714
"1185","A5AKPVLM8I0WB","TRAIN","HD",0,0,-0.4
"1186","A5AKPVLM8I0WB","TRAIN","HD",0,1,-3.92523114670944e-17
"1187","A5AKPVLM8I0WB","TRAIN","HD",0,2,-0.125
"1188","A5AKPVLM8I0WB","TRAIN","HD",0,3,-0.166666666666667
"1189","A5AKPVLM8I0WB","TRAIN","HD",1,0,-0.107142857142857
"1190","A5AKPVLM8I0WB","TRAIN","HD",1,1,0.0999999999999999
"1191","A5AKPVLM8I0WB","TRAIN","HD",1,2,0.125
"1192","A5AKPVLM8I0WB","TRAIN","HD",1,3,0.0666666666666666
"1193","A5AKPVLM8I0WB","TRAIN","HD",2,0,3.14018491736755e-16
"1194","A5AKPVLM8I0WB","TRAIN","HD",2,1,3.14018491736755e-16
"1195","A5AKPVLM8I0WB","TRAIN","HD",2,2,3.14018491736755e-16
"1196","A5AKPVLM8I0WB","TRAIN","HD",2,3,3.14018491736755e-16
"1200","A669K8QT6PVVF","CONTROL","HD",0,0,-1.57009245868378e-16
"1201","A669K8QT6PVVF","CONTROL","HD",0,1,-0.125
"1202","A669K8QT6PVVF","CONTROL","HD",0,2,-1.57009245868378e-16
"1203","A669K8QT6PVVF","CONTROL","HD",0,3,0.375
"1204","A669K8QT6PVVF","CONTROL","HD",1,0,-0.0833333333333335
"1205","A669K8QT6PVVF","CONTROL","HD",1,1,0.0624999999999998
"1206","A669K8QT6PVVF","CONTROL","HD",1,2,0.025
"1207","A669K8QT6PVVF","CONTROL","HD",1,3,0.1875
"1208","A669K8QT6PVVF","CONTROL","HD",2,0,-0.2
"1209","A669K8QT6PVVF","CONTROL","HD",2,1,0.333333333333333
"1210","A669K8QT6PVVF","CONTROL","HD",2,2,-0.5
"1211","A669K8QT6PVVF","CONTROL","HD",2,3,3.14018491736755e-16
"1215","A6C4QNQZ1QTUG","CONTROL","LD",0,0,0.5
"1216","A6C4QNQZ1QTUG","CONTROL","LD",0,1,-0.25
"1217","A6C4QNQZ1QTUG","CONTROL","LD",0,2,0.25
"1218","A6C4QNQZ1QTUG","CONTROL","LD",0,3,0
"1219","A6C4QNQZ1QTUG","CONTROL","LD",1,0,-0.222222222222222
"1220","A6C4QNQZ1QTUG","CONTROL","LD",1,1,-0.0833333333333334
"1221","A6C4QNQZ1QTUG","CONTROL","LD",1,2,-0.25
"1222","A6C4QNQZ1QTUG","CONTROL","LD",1,3,0.0833333333333332
"1223","A6C4QNQZ1QTUG","CONTROL","LD",2,0,1.57009245868377e-16
"1224","A6C4QNQZ1QTUG","CONTROL","LD",2,1,0
"1225","A6C4QNQZ1QTUG","CONTROL","LD",2,2,-0.333333333333333
"1226","A6C4QNQZ1QTUG","CONTROL","LD",2,3,0.464285714285714
"1230","AAICL10ND2YK3","CONTROL","HD",0,0,0.0666666666666667
"1231","AAICL10ND2YK3","CONTROL","HD",0,1,0.333333333333333
"1232","AAICL10ND2YK3","CONTROL","HD",0,2,0
"1233","AAICL10ND2YK3","CONTROL","HD",0,3,0.166666666666667
"1234","AAICL10ND2YK3","CONTROL","HD",1,0,-0.166666666666667
"1235","AAICL10ND2YK3","CONTROL","HD",1,1,-0.0444444444444446
"1236","AAICL10ND2YK3","CONTROL","HD",1,2,-0.0625000000000002
"1237","AAICL10ND2YK3","CONTROL","HD",1,3,0.166666666666667
"1238","AAICL10ND2YK3","CONTROL","HD",2,0,0.285714285714286
"1239","AAICL10ND2YK3","CONTROL","HD",2,1,-0.5
"1240","AAICL10ND2YK3","CONTROL","HD",2,2,3.14018491736755e-16
"1241","AAICL10ND2YK3","CONTROL","HD",2,3,3.14018491736755e-16
"1245","ACP5OSFS4WW3Y","CONTROL","HD",0,0,0.1
"1246","ACP5OSFS4WW3Y","CONTROL","HD",0,1,0.125
"1247","ACP5OSFS4WW3Y","CONTROL","HD",0,2,0.133333333333333
"1248","ACP5OSFS4WW3Y","CONTROL","HD",0,3,0.25
"1249","ACP5OSFS4WW3Y","CONTROL","HD",1,0,-1.86448479468698e-16
"1250","ACP5OSFS4WW3Y","CONTROL","HD",1,1,0
"1251","ACP5OSFS4WW3Y","CONTROL","HD",1,2,-0.0952380952380954
"1252","ACP5OSFS4WW3Y","CONTROL","HD",1,3,-0.0375000000000001
"1253","ACP5OSFS4WW3Y","CONTROL","HD",2,0,NA
"1254","ACP5OSFS4WW3Y","CONTROL","HD",2,1,-0.333333333333333
"1255","ACP5OSFS4WW3Y","CONTROL","HD",2,2,3.14018491736755e-16
"1256","ACP5OSFS4WW3Y","CONTROL","HD",2,3,3.14018491736755e-16
"1261","AD1DGG7ZDRAIT","TRAIN","HD",0,0,-0.142857142857143
"1262","AD1DGG7ZDRAIT","TRAIN","HD",0,1,-0.2
"1263","AD1DGG7ZDRAIT","TRAIN","HD",0,2,-0.166666666666667
"1264","AD1DGG7ZDRAIT","TRAIN","HD",0,3,0.166666666666667
"1265","AD1DGG7ZDRAIT","TRAIN","HD",1,0,-0.0500000000000002
"1266","AD1DGG7ZDRAIT","TRAIN","HD",1,1,-0.0714285714285716
"1267","AD1DGG7ZDRAIT","TRAIN","HD",1,2,0.111111111111111
"1268","AD1DGG7ZDRAIT","TRAIN","HD",1,3,-0.0833333333333334
"1269","AD1DGG7ZDRAIT","TRAIN","HD",2,0,0.25
"1270","AD1DGG7ZDRAIT","TRAIN","HD",2,1,3.14018491736755e-16
"1271","AD1DGG7ZDRAIT","TRAIN","HD",2,2,3.14018491736755e-16
"1272","AD1DGG7ZDRAIT","TRAIN","HD",2,3,-0.5
"1276","ADFUAA2FYBF7N","TRAIN","LD",0,0,-0.25
"1277","ADFUAA2FYBF7N","TRAIN","LD",0,1,0
"1278","ADFUAA2FYBF7N","TRAIN","LD",0,2,0.2
"1279","ADFUAA2FYBF7N","TRAIN","LD",0,3,-0.75
"1280","ADFUAA2FYBF7N","TRAIN","LD",1,0,0.166666666666667
"1281","ADFUAA2FYBF7N","TRAIN","LD",1,1,0.15
"1282","ADFUAA2FYBF7N","TRAIN","LD",1,2,-1.17756934401283e-16
"1283","ADFUAA2FYBF7N","TRAIN","LD",1,3,0.0285714285714284
"1284","ADFUAA2FYBF7N","TRAIN","LD",2,0,0.25
"1285","ADFUAA2FYBF7N","TRAIN","LD",2,1,0.2
"1286","ADFUAA2FYBF7N","TRAIN","LD",2,2,0.2
"1287","ADFUAA2FYBF7N","TRAIN","LD",2,3,0.25
"1291","AEJ9YVMG4D8KV","TRAIN","HD",0,0,-0.375
"1292","AEJ9YVMG4D8KV","TRAIN","HD",0,1,-1.96261557335472e-16
"1293","AEJ9YVMG4D8KV","TRAIN","HD",0,2,0.25
"1294","AEJ9YVMG4D8KV","TRAIN","HD",0,3,-0.0833333333333333
"1295","AEJ9YVMG4D8KV","TRAIN","HD",1,0,0.104166666666667
"1296","AEJ9YVMG4D8KV","TRAIN","HD",1,1,0.277777777777778
"1297","AEJ9YVMG4D8KV","TRAIN","HD",1,2,-1.17756934401283e-16
"1298","AEJ9YVMG4D8KV","TRAIN","HD",1,3,-0.188888888888889
"1299","AEJ9YVMG4D8KV","TRAIN","HD",2,0,-0.333333333333333
"1300","AEJ9YVMG4D8KV","TRAIN","HD",2,1,3.14018491736755e-16
"1301","AEJ9YVMG4D8KV","TRAIN","HD",2,2,3.14018491736755e-16
"1302","AEJ9YVMG4D8KV","TRAIN","HD",2,3,0.666666666666667
"1307","AFMV8UA5U6AGX","CONTROL","HD",0,0,-7.85046229341888e-17
"1308","AFMV8UA5U6AGX","CONTROL","HD",0,1,0.25
"1309","AFMV8UA5U6AGX","CONTROL","HD",0,2,0.166666666666667
"1310","AFMV8UA5U6AGX","CONTROL","HD",0,3,-0.125
"1311","AFMV8UA5U6AGX","CONTROL","HD",1,0,0.111111111111111
"1312","AFMV8UA5U6AGX","CONTROL","HD",1,1,0.0624999999999998
"1313","AFMV8UA5U6AGX","CONTROL","HD",1,2,0.0555555555555555
"1314","AFMV8UA5U6AGX","CONTROL","HD",1,3,0.125
"1315","AFMV8UA5U6AGX","CONTROL","HD",2,0,-0.0666666666666667
"1316","AFMV8UA5U6AGX","CONTROL","HD",2,1,3.14018491736755e-16
"1317","AFMV8UA5U6AGX","CONTROL","HD",2,2,3.14018491736755e-16
"1318","AFMV8UA5U6AGX","CONTROL","HD",2,3,-0.2
"1323","AHLDDQE9TB76O","CONTROL","LD",0,0,-0.166666666666667
"1324","AHLDDQE9TB76O","CONTROL","LD",0,1,0
"1325","AHLDDQE9TB76O","CONTROL","LD",0,2,-0.25
"1326","AHLDDQE9TB76O","CONTROL","LD",0,3,-0.0500000000000001
"1327","AHLDDQE9TB76O","CONTROL","LD",1,0,0.166666666666667
"1328","AHLDDQE9TB76O","CONTROL","LD",1,1,-0.0833333333333335
"1329","AHLDDQE9TB76O","CONTROL","LD",1,2,0.2125
"1330","AHLDDQE9TB76O","CONTROL","LD",1,3,0.0571428571428571
"1331","AHLDDQE9TB76O","CONTROL","LD",2,0,0.233333333333333
"1332","AHLDDQE9TB76O","CONTROL","LD",2,1,-0.25
"1333","AHLDDQE9TB76O","CONTROL","LD",2,2,3.14018491736755e-16
"1334","AHLDDQE9TB76O","CONTROL","LD",2,3,3.14018491736755e-16
"1337","AHV4U78TUUDKI","TRAIN","HD",0,0,0.333333333333333
"1338","AHV4U78TUUDKI","TRAIN","HD",0,1,0.3
"1339","AHV4U78TUUDKI","TRAIN","HD",0,2,0.0249999999999999
"1340","AHV4U78TUUDKI","TRAIN","HD",0,3,0.125
"1341","AHV4U78TUUDKI","TRAIN","HD",1,0,0.25
"1342","AHV4U78TUUDKI","TRAIN","HD",1,1,0.0714285714285713
"1343","AHV4U78TUUDKI","TRAIN","HD",1,2,-1.3738309013483e-16
"1344","AHV4U78TUUDKI","TRAIN","HD",1,3,0.1875
"1345","AHV4U78TUUDKI","TRAIN","HD",2,0,3.14018491736755e-16
"1346","AHV4U78TUUDKI","TRAIN","HD",2,1,-0.2
"1347","AHV4U78TUUDKI","TRAIN","HD",2,2,0.4
"1348","AHV4U78TUUDKI","TRAIN","HD",2,3,1.57009245868377e-16
"1353","AIH0MIKKKAGYN","TRAIN","LD",0,0,0.25
"1354","AIH0MIKKKAGYN","TRAIN","LD",0,1,-0.2
"1355","AIH0MIKKKAGYN","TRAIN","LD",0,2,-1.92296268638356e-16
"1356","AIH0MIKKKAGYN","TRAIN","LD",0,3,-0.166666666666667
"1357","AIH0MIKKKAGYN","TRAIN","LD",1,0,-0.0625
"1358","AIH0MIKKKAGYN","TRAIN","LD",1,1,-0.357142857142857
"1359","AIH0MIKKKAGYN","TRAIN","LD",1,2,-8.83177008009624e-17
"1360","AIH0MIKKKAGYN","TRAIN","LD",1,3,0.166666666666667
"1361","AIH0MIKKKAGYN","TRAIN","LD",2,0,3.14018491736755e-16
"1362","AIH0MIKKKAGYN","TRAIN","LD",2,1,-0.125
"1363","AIH0MIKKKAGYN","TRAIN","LD",2,2,0.333333333333333
"1364","AIH0MIKKKAGYN","TRAIN","LD",2,3,-0.0666666666666667
"1368","AND6DQZ62U6VV","TRAIN","LD",0,0,7.85046229341887e-17
"1369","AND6DQZ62U6VV","TRAIN","LD",0,1,-0.4
"1370","AND6DQZ62U6VV","TRAIN","LD",0,2,0.25
"1371","AND6DQZ62U6VV","TRAIN","LD",0,3,0
"1372","AND6DQZ62U6VV","TRAIN","LD",1,0,-1.57009245868378e-16
"1373","AND6DQZ62U6VV","TRAIN","LD",1,1,-0.023809523809524
"1374","AND6DQZ62U6VV","TRAIN","LD",1,2,0.0625
"1375","AND6DQZ62U6VV","TRAIN","LD",1,3,0.0833333333333332
"1376","AND6DQZ62U6VV","TRAIN","LD",2,0,-0.166666666666667
"1377","AND6DQZ62U6VV","TRAIN","LD",2,1,1.57009245868377e-16
"1378","AND6DQZ62U6VV","TRAIN","LD",2,2,-0.266666666666667
"1379","AND6DQZ62U6VV","TRAIN","LD",2,3,0.5
"1384","ANQ1L4JGRLPQ9","CONTROL","LD",0,0,0.2
"1385","ANQ1L4JGRLPQ9","CONTROL","LD",0,1,-0.125
"1386","ANQ1L4JGRLPQ9","CONTROL","LD",0,2,0.3
"1387","ANQ1L4JGRLPQ9","CONTROL","LD",0,3,0.125
"1388","ANQ1L4JGRLPQ9","CONTROL","LD",1,0,0.0714285714285713
"1389","ANQ1L4JGRLPQ9","CONTROL","LD",1,1,0
"1390","ANQ1L4JGRLPQ9","CONTROL","LD",1,2,-0.107142857142857
"1391","ANQ1L4JGRLPQ9","CONTROL","LD",1,3,0.208333333333333
"1392","ANQ1L4JGRLPQ9","CONTROL","LD",2,0,0.0500000000000002
"1393","ANQ1L4JGRLPQ9","CONTROL","LD",2,1,-0.333333333333333
"1394","ANQ1L4JGRLPQ9","CONTROL","LD",2,2,0.333333333333333
"1395","ANQ1L4JGRLPQ9","CONTROL","LD",2,3,0.25
"1399","AO5WJXJED5LQO","CONTROL","HD",0,0,-0.375
"1400","AO5WJXJED5LQO","CONTROL","HD",0,1,0
"1401","AO5WJXJED5LQO","CONTROL","HD",0,2,0.2
"1402","AO5WJXJED5LQO","CONTROL","HD",0,3,0
"1403","AO5WJXJED5LQO","CONTROL","HD",1,0,0.0499999999999999
"1404","AO5WJXJED5LQO","CONTROL","HD",1,1,0.0624999999999999
"1405","AO5WJXJED5LQO","CONTROL","HD",1,2,-0.0357142857142858
"1406","AO5WJXJED5LQO","CONTROL","HD",1,3,0.111111111111111
"1407","AO5WJXJED5LQO","CONTROL","HD",2,0,0.0500000000000002
"1408","AO5WJXJED5LQO","CONTROL","HD",2,1,3.14018491736755e-16
"1409","AO5WJXJED5LQO","CONTROL","HD",2,2,0.166666666666667
"1410","AO5WJXJED5LQO","CONTROL","HD",2,3,3.14018491736755e-16
"1414","AO7FM98CP90CL","TRAIN","HD",0,0,0.3
